Estrato,Cong,Nroviv,Miembro,RelPar,Sexo,Edad,Salud,Educa,PEA,Ocup
1,5,75,2,CONYUGE,2,58,0,8,0,0
1,5,76,1,JEFE/A,2,72,1,6,0,0
1,5,77,1,JEFE/A,1,38,1,10,1,1
1,5,77,2,CONYUGE,2,35,1,10,1,1
1,5,78,1,JEFE/A,1,31,1,10,1,1
1,5,78,2,CONYUGE,2,30,1,10,0,0
1,5,78,3,HIJO,1,8,1,2,0,0
1,5,78,4,HIJO,1,4,1,99,0,0
1,5,78,5,HIJA,2,1,1,99,0,0
1,5,79,1,JEFE/A,1,70,1,10,0,0
1,5,79,2,CONYUGE,2,72,1,7,0,0
1,5,79,3,CUNADA,2,71,1,9,0,0
1,5,80,1,JEFE/A,1,81,1,7,0,0
1,5,80,2,CONYUGE,2,74,1,7,0,0
1,5,80,3,HIJA,2,49,1,8,0,0
1,5,80,4,HIJO,1,43,0,8,1,1
1,5,80,5,HIJA,2,32,1,9,1,0
1,5,80,6,NIETO,1,13,1,2,0,0
1,5,81,1,JEFE/A,1,47,0,7,1,1
1,5,81,2,CONYUGE,2,49,0,8,1,1
1,5,81,3,HIJA,2,26,0,8,1,1
1,5,81,4,HIJA,2,9,0,2,0,0
1,5,82,1,JEFE/A,2,56,0,7,1,1
1,5,82,2,HERMANO,1,49,0,7,1,0
1,5,83,1,JEFE/A,1,64,1,7,1,1
1,5,83,2,CONYUGE,2,63,1,7,0,0
1,5,84,1,JEFE/A,2,74,1,7,0,0
1,5,85,1,JEFE/A,1,77,1,6,0,0
1,5,85,2,CONYUGE,2,67,1,7,0,0
1,5,85,3,HIJO,1,26,0,9,1,1
1,5,86,1,JEFE/A,1,78,1,6,0,0
1,5,86,2,CONYUGE,2,69,1,9,0,0
1,5,87,1,JEFE/A,1,51,1,7,0,0
1,5,87,2,HIJO,1,27,0,9,1,1
1,5,88,1,JEFE/A,2,35,1,5,1,1
1,5,88,2,HIJO,1,7,1,2,0,0
1,5,89,1,JEFE/A,1,54,1,8,0,0
1,5,89,2,CONYUGE,2,44,1,9,1,1
1,5,89,3,HIJA,2,18,1,3,0,0
1,5,90,1,JEFE/A,1,31,0,8,1,1
1,5,90,2,CONYUGE,2,29,0,9,0,0
1,5,90,3,HIJA,2,7,0,2,0,0
1,5,90,4,HIJO,1,4,0,99,0,0
1,5,90,5,HIJA,2,2,0,99,0,0
1,6,1,1,Jefe/a,1,34,0,9,1,1
1,6,2,1,Jefe/a,1,33,1,8,1,1
1,6,2,2,conyuge,2,34,1,10,1,1
1,6,2,3,hija,2,5,1,1,0,0
1,6,2,4,hija,2,2,1,99,0,0
1,6,3,1,Jefe/a,1,29,1,4,1,1
1,6,3,2,conyuge,2,34,1,10,1,1
1,6,4,1,Jefe/a,2,54,1,10,1,0
1,6,4,2,HIJO,1,18,1,3,0,0
1,6,5,1,Jefe/a,1,51,0,10,1,1
1,6,5,2,CONYUGE,2,49,0,10,0,0
1,6,5,3,HIJA,2,19,1,4,1,1
1,6,5,4,HIJA,2,17,1,3,0,0
1,6,5,5,HIJA,1,13,1,2,0,0
1,6,6,1,Jefe/a,1,33,1,8,1,1
1,6,6,2,CONYUGE,2,31,1,9,0,0
1,6,6,3,HIJA,2,3,1,99,0,0
1,6,6,4,HIJA,2,8,1,2,0,0
1,6,6,5,HIJO,1,10,1,2,0,0
1,6,7,1,Jefe/a,1,58,1,6,1,1
1,6,8,1,Jefe/a,1,76,1,6,0,0
1,6,8,2,CONYUGE,2,75,1,7,0,0
1,6,9,1,Jefe/a,2,30,1,8,1,1
1,6,9,2,HIJA,2,5,1,1,0,0
1,6,9,3,HIJA,2,7,1,2,0,0
1,6,10,1,Jefe/a,1,24,0,5,1,1
1,6,10,2,no familia,1,23,0,5,1,0
1,6,11,1,Jefe/a,2,45,1,8,1,1
1,6,11,2,HIJA,2,14,1,2,9,9
1,6,12,1,Jefe/a,1,54,1,7,1,1
1,6,12,2,CONYUGE,2,47,1,10,1,1
1,6,12,3,HIJO,1,15,1,3,0,0
1,6,12,4,HIJO,1,12,1,2,0,0
1,6,13,1,Jefe/a,1,40,1,9,1,1
1,6,13,2,CONYUGE,2,41,1,9,1,1
1,6,13,3,HIJA,2,14,1,2,9,9
1,6,13,4,HIJA,2,11,1,2,0,0
1,6,13,5,HIJA,2,9,1,2,0,0
1,6,14,1,Jefe/a,1,82,1,7,0,0
1,6,14,2,CONYUGE,2,54,1,7,1,1
1,6,15,1,Jefe/a,1,60,1,8,0,0
1,6,15,2,CONYUGE,2,56,1,10,1,1
1,6,15,3,HIJA,2,22,1,5,0,0
1,6,16,1,Jefe/a,1,27,1,8,1,1
1,6,16,2,CONYUGE,2,24,1,10,1,1
1,6,16,3,HIJO,1,0,1,99,0,0
1,6,17,1,Jefe/a,1,32,1,9,1,1
1,6,17,2,CONYUGE,2,34,1,8,1,1
1,6,17,3,HIJO,1,2,1,99,0,0
1,6,18,1,Jefe/a,2,22,1,9,1,1
1,6,18,2,NO FLIAR,2,20,0,5,0,0
1,6,19,1,Jefe/a,1,58,0,7,1,0
1,6,19,2,conyuge,2,55,0,7,1,1
1,6,19,3,hijo,1,30,0,4,1,1
1,6,20,1,Jefe/a,2,46,1,8,1,1
1,6,20,2,hija,2,20,1,9,1,1
1,6,20,3,hija,2,18,1,9,1,1
1,6,20,4,hija,2,13,1,2,0,0
1,6,20,5,hijo,1,10,1,2,0,0
1,6,21,1,Jefe/a,1,46,1,8,1,1
1,6,21,2,CONYUGE,2,54,1,7,0,0
1,6,21,3,HIJA,2,21,1,8,1,1
1,6,21,4,HIJA,2,19,1,3,1,1
1,6,21,5,HIJO,1,18,1,8,0,0
1,6,22,1,Jefe/a,2,37,1,8,1,0
1,6,22,2,HIJO,2,15,1,3,0,0
1,6,22,3,HIJO,1,12,1,2,0,0
1,6,22,4,HIJO,1,8,1,2,0,0
1,6,23,1,Jefe/a,1,58,0,0,1,1
1,6,23,2,HIJa,2,19,0,3,0,0
1,6,23,3,hija,2,15,0,2,0,0
1,6,23,4,hija,2,5,0,1,0,0
1,6,23,5,hijo,1,2,0,99,0,0
1,6,24,1,Jefe/a,1,35,0,9,1,1
1,6,24,2,conyuge,2,35,0,9,1,1
1,6,24,3,hermano,1,24,0,9,1,0
1,6,24,4,hijo,2,13,0,2,0,0
1,6,24,5,hijo,1,5,0,1,0,0
1,6,24,6,hijo,1,3,0,99,0,0
1,6,25,1,Jefe/a,1,43,0,7,1,1
1,6,25,2,conyuge,2,40,0,7,1,1
1,6,25,3,hijo,1,21,0,9,1,1
1,6,25,4,hijo,1,18,0,8,1,1
1,6,25,5,hija,2,17,0,7,0,0
1,6,25,6,hijo,1,15,0,6,1,1
1,6,25,7,hijo,1,2,0,99,0,0
1,6,25,8,hijo,1,1,0,99,0,0
1,6,25,9,yerno,1,18,0,8,1,1
1,6,25,10,nieta,2,0,0,99,0,0
1,6,26,1,Jefe/a,1,51,1,9,1,1
1,6,26,2,conyuge,2,52,1,8,1,1
1,6,26,3,hijo,1,17,1,2,0,0
1,6,26,4,hija,2,12,1,2,0,0
1,6,27,1,Jefe/a,1,31,1,10,1,1
1,6,27,2,conyuge,2,29,1,10,1,1
1,6,27,3,hija,2,8,1,2,0,0
1,6,27,4,hija,2,0,1,99,0,0
1,6,27,5,hija,2,0,1,99,0,0
1,6,28,1,Jefe/a,1,40,1,10,1,1
1,6,28,2,conyuge,2,41,1,10,1,1
1,6,28,3,hija,2,9,1,2,0,0
1,6,28,4,hijo,1,7,1,2,0,0
1,6,29,1,Jefe/a,1,45,1,10,1,1
1,6,29,2,conyuge,2,41,1,9,0,0
1,6,29,3,hija,2,17,1,3,0,0
1,6,29,4,hija,2,14,1,2,9,9
1,6,29,5,hija,2,12,1,2,0,0
1,6,30,1,Jefe/a,1,62,1,9,0,0
1,6,30,2,conyuge,2,59,1,7,1,1
1,6,30,3,hija,2,32,0,9,1,1
1,6,30,4,nieto,1,8,0,2,0,0
1,6,30,5,nieta,2,5,0,1,0,0
1,6,31,1,Jefe/a,1,57,1,8,1,1
1,6,31,2,conyuge,2,47,1,9,1,1
1,6,31,3,hija,2,18,1,4,1,0
1,6,31,4,hijo,1,20,1,9,1,1
1,6,31,5,nuera,2,18,1,3,1,0
1,6,31,6,nieto,1,1,1,99,0,0
1,6,32,1,Jefe/a,1,39,1,8,1,1
1,6,32,2,conyuge,2,37,1,10,1,1
1,6,32,3,hijo,1,8,1,2,0,0
1,6,32,4,hijo,2,6,1,2,0,0
1,6,33,1,Jefe/a,2,48,1,10,1,1
1,6,33,2,hijo,1,15,1,3,0,0
1,6,33,3,hija,2,13,1,2,0,0
1,6,34,1,Jefe/a,1,25,1,5,0,0
1,6,34,2,HERMANO,1,21,1,5,0,0
1,6,34,3,AMIGO,1,24,0,5,0,0
1,6,35,1,Jefe/a,2,83,1,7,0,0
1,6,36,1,Jefe/a,1,45,1,9,1,1
1,6,36,2,conyuge,2,42,1,8,1,1
1,6,36,3,hija,2,23,1,10,1,1
1,6,36,4,hija,2,21,1,4,1,1
1,6,36,5,hijo,1,18,1,3,0,0
1,6,37,1,Jefe/a,2,67,1,10,0,0
1,6,37,2,hija,2,30,1,5,0,0
1,6,38,1,Jefe/a,1,30,1,10,1,1
1,6,38,2,CONYUGE,2,28,1,5,1,1
1,6,39,1,Jefe/a,1,75,1,6,0,0
1,6,39,2,conyuge,2,67,1,6,0,0
1,6,40,1,Jefe/a,1,42,1,9,1,1
1,6,40,2,CONYUGE,2,46,1,7,0,0
1,6,40,3,HIJO,1,0,1,99,0,0
1,6,41,1,Jefe/a,2,69,1,7,0,0
1,6,41,2,hijo,1,33,1,8,1,0
1,6,42,1,Jefe/a,1,85,1,8,0,0
1,6,42,2,hija,2,49,0,10,1,0
1,6,43,1,Jefe/a,2,50,1,9,1,1
1,6,43,2,hijo,1,26,1,5,1,1
1,6,43,3,hija,2,20,1,9,1,1
1,6,43,4,hijo,1,28,1,10,1,1
1,6,44,1,Jefe/a,1,44,1,9,1,1
1,6,44,2,conyuge,2,42,1,9,1,1
1,6,44,3,hija,2,17,1,3,0,0
1,6,44,4,hijo,1,15,1,3,0,0
1,6,44,5,hijo,1,5,1,1,0,0
1,6,45,1,Jefe/a,1,62,1,10,1,1
1,6,45,2,conyuge,2,52,1,9,1,0
1,6,45,3,hija,2,22,1,5,0,0
1,6,46,1,Jefe/a,2,54,1,9,1,0
1,6,47,1,Jefe/a,2,69,1,10,0,0
1,6,48,1,Jefe/a,2,50,0,7,1,0
1,6,49,1,Jefe/a,1,68,1,7,0,0
1,6,49,2,conyuge,2,65,1,7,0,0
1,6,49,3,hija,2,42,1,10,1,1
1,6,49,4,hija,2,39,1,10,1,1
1,6,50,1,Jefe/a,1,63,1,9,0,0
1,6,50,2,CONYUGE,2,61,1,9,0,0
1,6,50,3,HIJA,2,31,1,9,1,1
1,6,51,1,Jefe/a,1,40,1,9,1,1
1,6,51,2,CONYUGE,2,41,1,10,1,1
1,6,51,3,HIJO,1,16,1,3,0,0
1,6,52,1,Jefe/a,2,42,1,7,1,1
1,6,52,2,HIJA,2,25,1,10,1,1
1,6,52,3,HIJA,2,23,1,9,1,1
1,6,52,4,HIJA,2,13,1,2,0,0
1,6,53,1,Jefe/a,2,28,0,8,1,1
1,6,53,2,HIJO,1,8,0,2,0,0
1,6,53,3,HIJA,2,5,0,1,0,0
1,6,53,4,HIJO,1,0,0,99,0,0
1,6,54,1,Jefe/a,2,75,1,0,0,0
1,6,55,1,Jefe/a,1,32,1,9,1,1
1,6,55,2,conyuge,2,31,1,9,1,1
1,6,55,3,hijo,1,8,1,2,0,0
1,6,55,4,hija,2,3,1,99,0,0
1,6,56,1,Jefe/a,1,28,1,9,1,1
1,6,56,2,conyuge,2,25,1,7,0,0
1,6,56,3,hijo,1,2,1,99,0,0
1,6,57,1,Jefe/a,1,58,1,10,1,1
1,6,57,2,conyuge,2,56,1,7,1,1
1,6,58,1,Jefe/a,1,42,1,7,1,1
1,6,58,2,conyuge,2,45,1,10,1,1
1,6,58,3,hijo,1,16,1,3,0,0
1,6,58,4,hijo,1,13,1,2,0,0
1,6,58,5,hijo,1,12,1,2,0,0
1,6,59,1,Jefe/a,1,73,1,7,0,0
1,6,59,2,conyuge,2,72,1,7,0,0
1,6,59,3,hijo,2,34,1,5,1,1
1,6,60,1,Jefe/a,1,51,0,7,1,1
1,6,60,2,CONYUGE,2,40,0,8,0,0
1,6,60,3,HIJA,2,12,0,2,0,0
1,6,60,4,HIJA,2,9,0,2,0,0
1,6,60,5,HIJA,2,6,0,2,0,0
1,6,61,1,Jefe/a,1,40,1,10,1,1
1,6,61,2,HIJA,2,11,1,2,0,0
1,6,61,3,HIJA,2,14,1,2,9,9
1,6,61,4,CONYUGE,2,40,1,7,1,0
1,6,62,1,Jefe/a,1,41,1,9,1,1
1,6,62,2,CONYUGE,2,39,1,8,0,0
1,6,62,3,HIJO,1,21,1,10,1,1
1,6,62,4,HIJA,2,20,1,4,0,0
1,6,62,5,HIJO,1,11,1,2,0,0
1,6,63,1,Jefe/a,2,55,0,6,1,1
1,6,63,2,CONYUGE,1,45,0,6,1,1
1,6,63,3,HIJA,2,21,0,8,1,1
1,6,63,4,HIJO,1,20,0,8,1,0
1,6,63,5,HIJA,2,17,0,3,0,0
1,6,63,6,HIJA,2,10,0,2,0,0
1,6,63,7,YERNO,1,21,0,9,1,1
1,6,63,8,NIETA,2,3,0,99,0,0
1,6,64,1,Jefe/a,2,60,1,8,0,0
1,6,64,2,HIJA,2,21,1,10,1,0
1,6,64,3,HIJO,1,20,1,9,1,1
1,6,65,1,Jefe/a,1,46,1,10,1,1
1,6,65,2,CONYUGE,2,42,1,10,1,1
1,6,65,3,HIJO,1,18,1,3,0,0
1,6,65,4,HIJA,2,16,1,3,0,0
1,6,66,1,Jefe/a,1,64,0,6,1,0
1,6,66,2,CONYUGE,2,63,0,6,0,0
1,6,67,1,Jefe/a,1,57,1,8,1,1
1,6,67,2,CONYUGE,2,66,1,0,0,0
1,6,68,1,Jefe/a,2,51,1,7,0,0
1,6,69,1,Jefe/a,1,77,1,6,0,0
1,6,69,2,CONYUGE,2,75,1,6,0,0
1,6,70,1,Jefe/a,1,29,1,9,1,1
1,6,71,1,Jefe/a,1,53,0,7,1,1
1,6,72,1,Jefe/a,1,42,1,8,1,1
1,6,72,2,CONYUGE,2,43,1,8,1,1
1,6,72,3,HIJO,1,18,1,3,0,0
1,6,72,4,HIJA,2,12,1,2,0,0
1,6,72,5,HIJA,2,6,1,2,0,0
1,6,73,1,Jefe/a,1,72,1,7,0,0
1,6,74,1,Jefe/a,1,67,0,8,0,0
1,6,74,2,CONYUGE,2,60,0,8,1,1
1,6,74,3,HIJO,1,35,0,8,1,1
1,6,74,4,HIJO,2,29,0,9,1,1
1,6,75,1,Jefe/a,1,66,1,6,0,0
1,6,76,1,Jefe/a,1,56,1,7,1,1
1,6,76,2,CONYUGE,2,56,1,7,0,0
1,6,76,3,HIJA,2,26,0,10,1,1
1,6,77,1,Jefe/a,1,64,1,7,0,0
1,6,77,2,CONYUGE,2,69,1,7,0,0
1,6,77,3,HIJO,1,32,1,8,1,1
1,6,77,4,SUEGRA,2,92,1,0,0,0
1,6,78,1,Jefe/a,2,39,1,9,1,1
1,6,78,2,HIJO,1,11,0,2,0,0
1,6,78,3,HIJA,2,7,0,2,0,0
1,6,79,1,Jefe/a,2,61,1,7,0,0
1,6,79,2,NIETA,2,18,1,5,0,0
1,6,80,1,Jefe/a,1,32,1,8,1,1
1,6,80,2,conyuge,2,32,1,9,0,0
1,6,80,3,hijo,2,12,1,2,0,0
1,6,80,4,hijo,1,9,1,2,0,0
1,6,80,5,hijo,1,2,1,99,0,0
1,6,81,1,Jefe/a,1,54,0,6,1,1
1,6,81,2,conyuge,2,49,0,6,0,0
1,6,81,3,hijo,1,23,0,6,0,0
1,6,81,4,hijo,2,22,0,6,0,0
1,6,81,5,hija,2,30,0,7,1,1
1,6,82,1,Jefe/a,1,36,0,7,1,1
1,6,82,2,conyuge,2,29,0,7,0,0
1,6,82,3,hija,2,12,0,2,0,0
1,6,82,4,hijo,1,10,0,2,0,0
1,6,82,5,hijo,1,8,0,2,0,0
1,6,82,6,hija,2,6,0,2,0,0
1,6,82,7,hija,2,4,0,99,0,0
1,6,83,1,Jefe/a,1,57,0,7,1,0
1,6,84,1,Jefe/a,1,36,1,9,1,1
1,6,84,2,conyuge,2,31,1,10,1,1
1,6,84,3,hijo,1,2,1,99,0,0
1,6,85,1,Jefe/a,1,49,0,7,1,0
1,6,85,2,conyuge,2,47,0,7,1,1
1,6,85,3,hija,2,16,0,3,0,0
1,6,85,4,hija,2,17,0,7,0,0
1,6,86,1,Jefe/a,1,75,1,6,0,0
1,6,86,2,conyuge,2,60,1,7,0,0
1,6,87,1,Jefe/a,1,54,1,6,1,1
1,6,87,2,conyuge,2,54,1,7,1,1
1,6,87,3,hijo,1,23,1,5,1,1
1,6,87,4,hijo,1,27,1,7,1,1
1,6,88,1,Jefe/a,2,37,0,10,1,1
1,6,89,1,Jefe/a,2,50,0,7,1,1
1,6,89,2,hija,2,19,0,2,1,1
1,6,89,3,conyuge,1,50,0,8,1,1
1,6,90,1,Jefe/a,1,64,1,8,0,0
1,6,90,2,conyuge,2,61,1,7,0,0
2,1,1,1,Jefe/a,2,49,1,8,1,1
2,1,1,2,HIJO,1,20,0,5,0,0
2,1,2,1,Jefe/a,2,67,1,7,0,0
2,1,2,2,hijo,1,37,0,8,1,1
2,1,3,1,Jefe/a,1,74,1,6,0,0
2,1,3,2,conyuge,2,76,1,6,0,0
2,1,4,1,Jefe/a,1,60,0,7,1,1
2,1,4,2,conyuge,2,57,0,7,1,0
2,1,4,3,hijo,1,22,0,8,1,1
2,1,5,1,Jefe/a,1,48,1,4,1,1
2,1,5,2,conyuge,2,45,1,5,1,1
2,1,5,3,hija,2,15,1,2,0,0
2,1,5,4,hija,2,12,1,2,0,0
2,1,6,1,Jefe/a,1,40,0,7,1,1
2,1,7,1,Jefe/a,1,77,1,7,0,0
2,1,7,2,conyuge,2,73,1,8,0,0
2,1,7,3,hijo,1,45,1,10,1,1
2,1,8,1,Jefe/a,2,44,0,8,1,1
2,1,8,2,HIJO,1,17,0,3,0,0
2,1,9,1,Jefe/a,1,73,1,6,0,0
2,1,9,2,HIJA,2,31,0,9,1,1
2,1,9,3,NIETA,2,10,0,2,0,0
2,1,9,4,NIETA,2,9,0,2,0,0
2,1,9,5,NIETA,2,7,0,2,0,0
2,1,9,6,nieto,1,5,0,1,0,0
2,1,10,1,Jefe/a,1,82,1,8,0,0
2,1,10,2,CONYUGE,2,77,1,7,0,0
2,1,11,1,Jefe/a,2,38,1,10,1,1
2,1,11,2,HIJO,1,15,1,3,0,0
2,1,12,1,Jefe/a,1,71,1,9,0,0
2,1,12,2,YERNO,1,32,1,9,1,1
2,1,12,3,HIJA,2,32,1,10,1,1
2,1,12,4,NIETO,1,9,1,2,0,0
2,1,13,1,Jefe/a,1,28,1,6,1,1
2,1,13,2,CONYUGE,2,26,1,7,0,0
2,1,13,3,HIJO,1,9,1,2,0,0
2,1,13,4,HIJO,1,7,1,2,0,0
2,1,14,1,Jefe/a,2,50,1,7,0,0
2,1,14,2,hijo,1,21,1,5,1,1
2,1,15,1,Jefe/a,1,27,1,8,1,1
2,1,15,2,conyuge,2,44,1,8,0,0
2,1,15,3,hija,2,25,1,4,1,1
2,1,15,4,hija,2,20,1,8,1,1
2,1,15,5,hijo,1,18,1,3,0,0
2,1,15,6,hijo,1,8,0,2,0,0
2,1,15,7,hija,2,3,0,99,0,0
2,1,16,1,Jefe/a,1,38,1,5,1,1
2,1,16,2,conyuge,2,36,1,9,0,0
2,1,16,3,hija,2,15,1,3,0,0
2,1,16,4,hija,2,11,1,2,0,0
2,1,17,1,Jefe/a,1,55,1,7,0,0
2,1,17,2,conyuge,2,50,1,7,1,1
2,1,17,3,hijo,1,23,1,8,1,1
2,1,17,4,hijo,1,21,0,4,1,0
2,1,17,5,hijo,1,20,0,7,1,1
2,1,17,6,hija,2,18,0,9,1,0
2,1,18,1,Jefe/a,1,60,0,7,1,1
2,1,18,2,conyuge,2,51,1,7,1,1
2,1,18,3,hija,2,26,1,5,1,1
2,1,18,4,hijo,1,21,1,9,1,1
2,1,19,1,Jefe/a,1,38,1,8,1,1
2,1,19,2,conyuge,2,35,1,9,0,0
2,1,19,3,hijo,2,10,1,2,0,0
2,1,19,4,hijo,1,6,1,2,0,0
2,1,20,1,Jefe/a,1,58,1,9,1,1
2,1,20,2,conyuge,2,52,1,8,1,1
2,1,20,3,hija,2,25,1,9,1,1
2,1,20,4,hija,2,23,1,5,0,0
2,1,21,1,Jefe/a,1,46,0,7,1,0
2,1,21,2,conyuge,2,45,0,6,1,1
2,1,21,3,hija,2,16,0,3,0,0
2,1,21,4,hijo,1,12,0,2,0,0
2,1,21,5,hijo,1,9,0,2,0,0
2,1,21,6,hijo,1,6,0,2,0,0
2,1,22,1,Jefe/a,1,26,0,0,1,1
2,1,22,2,conyuge,2,22,0,7,0,0
2,1,22,3,hijo,1,3,0,99,0,0
2,1,22,4,hijo,1,2,0,99,0,0
2,1,23,1,Jefe/a,1,36,1,7,1,1
2,1,23,2,conyuge,2,29,1,9,1,1
2,1,23,3,hija,2,14,1,2,9,9
2,1,23,4,hijo,1,11,1,2,0,0
2,1,24,1,Jefe/a,1,58,0,0,1,1
2,1,24,2,CONYUGE,2,55,0,0,0,0
2,1,24,3,HIJO,1,14,0,7,9,9
2,1,24,4,HIJA,2,11,0,2,0,0
2,1,24,5,NIETA,2,6,0,2,0,0
2,1,24,6,NIETA,2,2,0,99,0,0
2,1,25,1,Jefe/a,1,26,1,7,1,1
2,1,25,2,CONYUGE,2,21,0,7,0,0
2,1,25,3,HIJA,2,4,0,99,0,0
2,1,25,4,HIJO,1,0,0,99,0,0
2,1,26,1,Jefe/a,1,62,1,6,1,1
2,1,26,2,CONYUGE,2,61,1,6,0,0
2,1,26,3,NIETA,2,13,1,2,0,0
2,1,27,1,Jefe/a,2,38,9,8,1,1
2,1,27,2,hijo,1,18,9,8,1,1
2,1,28,1,Jefe/a,1,30,0,6,1,1
2,1,28,2,conyuge,2,40,0,7,1,0
2,1,28,3,hija,2,12,0,2,0,0
2,1,28,4,hija,2,8,0,2,0,0
2,1,28,5,hija,2,6,0,2,0,0
2,1,28,6,hijo,1,3,0,99,0,0
2,1,29,1,Jefe/a,1,24,0,7,1,1
2,1,29,2,conyuge,2,22,0,7,0,0
2,1,29,3,hija,2,0,0,99,0,0
2,1,30,1,Jefe/a,1,37,0,7,1,1
2,1,30,2,CONYUGE,2,24,0,7,1,0
2,1,30,3,HIJO,1,3,0,99,0,0
2,1,31,1,Jefe/a,1,52,1,8,1,1
2,1,31,2,conyuge,2,52,1,7,0,0
2,1,31,3,hija,2,24,1,10,1,0
2,1,31,4,hija,2,23,1,5,1,1
2,1,31,5,hijo,1,20,1,9,1,1
2,1,31,6,hijo,1,15,1,3,0,0
2,1,32,1,Jefe/a,2,42,1,8,1,0
2,1,32,2,HIJO,1,16,1,2,0,0
2,1,32,3,HIJO,2,15,1,2,0,0
2,1,33,1,Jefe/a,2,45,1,8,0,0
2,1,33,2,CONYUGE,1,47,1,8,1,1
2,1,33,3,HIJO,1,23,1,7,1,1
2,1,33,4,HIJA,2,20,1,5,0,0
2,1,33,5,HIJO,1,19,1,7,0,0
2,1,33,6,HIJA,2,18,1,3,0,0
2,1,34,1,Jefe/a,1,66,1,6,0,0
2,1,34,2,conyuge,2,67,1,0,0,0
2,1,34,3,hija,2,38,1,8,1,1
2,1,34,4,nieta,2,10,1,2,0,0
2,1,35,1,Jefe/a,1,50,1,6,1,1
2,1,35,2,HIJO,2,22,1,8,1,0
2,1,35,3,HIJA,2,14,1,2,9,9
2,1,36,1,Jefe/a,2,65,0,7,0,0
2,1,36,2,HIJO,1,35,0,6,0,0
2,1,36,3,HIJO,1,33,0,7,1,1
2,1,37,1,Jefe/a,1,55,1,7,0,0
2,1,37,2,CONYUGE,2,49,1,9,1,1
2,1,37,3,HIJA,2,17,0,8,0,0
2,1,37,4,HJIA,2,13,1,2,0,0
2,1,37,5,HIJA,2,12,1,2,0,0
2,1,37,6,HIJO,2,10,1,2,0,0
2,1,38,1,Jefe/a,1,30,1,7,1,1
2,1,38,2,CONYUGE,2,30,1,10,1,1
2,1,38,3,HIJA,2,8,1,2,0,0
2,1,38,4,HIJA,1,6,1,2,0,0
2,1,38,5,HIJA,1,5,1,1,0,0
2,1,38,6,HIJA,2,1,1,99,0,0
2,1,39,1,Jefe/a,1,54,1,7,1,1
2,1,39,2,CONYUGE,2,46,1,8,0,0
2,1,39,3,HIJA,2,24,1,8,0,0
2,1,39,4,HIJA,2,10,1,2,0,0
2,1,39,5,NIETA,2,1,1,99,0,0
2,1,40,1,Jefe/a,2,47,1,7,0,0
2,1,40,2,CONYUGE,1,46,0,7,1,1
2,1,40,3,HIJO,1,17,1,3,0,0
2,1,40,4,HIJO,1,18,1,3,0,0
2,1,41,1,Jefe/a,1,33,1,8,1,1
2,1,41,2,CONYUGE,2,35,1,8,0,0
2,1,41,3,HJIA,2,12,1,2,0,0
2,1,41,4,HIJO,2,8,1,2,0,0
2,1,41,5,HIJA,2,4,1,99,0,0
2,1,42,1,Jefe/a,2,49,1,7,1,1
2,1,42,2,CONYUGE,1,48,1,8,1,0
2,1,42,3,HIJO,2,25,1,10,1,1
2,1,42,4,HIJO,1,18,1,3,0,0
2,1,43,1,Jefe/a,2,55,0,6,1,0
2,1,43,2,CONYUGE,1,63,0,7,1,0
2,1,43,3,HIJA,2,23,0,7,1,1
2,1,43,4,HIJA,2,21,0,10,1,1
2,1,44,1,Jefe/a,2,49,0,6,1,1
2,1,44,2,HIJO,1,22,0,9,1,1
2,1,44,3,HIJO,1,18,0,8,1,1
2,1,44,4,HIJO,1,9,0,2,0,0
2,1,45,1,Jefe/a,1,60,0,6,0,0
2,1,45,2,hija,2,20,0,7,0,0
2,1,45,3,nieto,1,2,0,99,0,0
2,1,46,1,Jefe/a,1,36,1,7,1,1
2,1,46,2,conyuge,2,46,1,7,0,0
2,1,46,3,hijo,1,7,1,2,0,0
2,1,46,4,hijo,1,6,1,2,0,0
2,1,46,5,suegro,1,73,1,6,0,0
2,1,47,1,Jefe/a,2,56,0,7,1,1
2,1,47,2,HIJO,1,34,0,9,1,0
2,1,48,1,Jefe/a,1,47,1,7,1,1
2,1,48,2,conyuge,2,44,1,7,0,0
2,1,48,3,hijo,2,18,1,3,0,0
2,1,48,4,hijo,2,14,1,2,9,9
2,1,49,1,Jefe/a,1,66,1,7,0,0
2,1,49,2,conyuge,2,59,1,7,0,0
2,1,50,1,Jefe/a,1,61,1,7,1,1
2,1,50,2,CONYUGE,2,55,1,7,0,0
2,1,50,3,HIJA,2,23,1,5,0,0
2,1,50,4,HIJO,2,27,1,10,1,1
2,2,1,1,Jefe/a,2,35,0,7,1,1
2,2,1,2,hija,2,10,0,2,0,0
2,2,1,3,hijo,1,0,0,99,0,0
2,2,2,1,Jefe/a,2,60,1,8,0,0
2,2,2,2,hijo,1,16,1,3,0,0
2,2,2,3,nieto poli,1,24,1,9,1,1
2,2,2,4,nieta,2,18,1,3,0,0
2,2,3,1,Jefe/a,2,34,0,7,1,1
2,2,3,2,hijo,1,17,0,3,0,0
2,2,3,3,hijo,1,16,0,2,0,0
2,2,3,4,hijo,1,14,0,2,9,9
2,2,3,5,hija,2,13,0,2,0,0
2,2,3,6,sobrina,1,18,0,2,0,0
2,2,4,1,Jefe/a,1,30,0,7,1,1
2,2,4,2,conyuge,2,24,0,8,0,0
2,2,4,3,hijo,1,8,0,2,0,0
